Asset ID,Type,File path,Cue key,Bus,Origin / design,Licence,Variation,Looping
SFX_FOOTSTEP_INTERIOR_03,SFX,assets/audio/sfx/footstep_interior/footstep_interior_03.wav,footstep_interior,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/8,one-shot
SFX_FOOTSTEP_INTERIOR_04,SFX,assets/audio/sfx/footstep_interior/footstep_interior_04.wav,footstep_interior,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/8,one-shot
SFX_FOOTSTEP_INTERIOR_05,SFX,assets/audio/sfx/footstep_interior/footstep_interior_05.wav,footstep_interior,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 5/8,one-shot
SFX_FOOTSTEP_INTERIOR_06,SFX,assets/audio/sfx/footstep_interior/footstep_interior_06.wav,footstep_interior,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 6/8,one-shot
SFX_FOOTSTEP_INTERIOR_07,SFX,assets/audio/sfx/footstep_interior/footstep_interior_07.wav,footstep_interior,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 7/8,one-shot
SFX_FOOTSTEP_INTERIOR_08,SFX,assets/audio/sfx/footstep_interior/footstep_interior_08.wav,footstep_interior,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 8/8,one-shot
SFX_TOOL_HANDLE_01,SFX,assets/audio/sfx/tool_handle/tool_handle_01.wav,tool_handle,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/6,one-shot
SFX_TOOL_HANDLE_02,SFX,assets/audio/sfx/tool_handle/tool_handle_02.wav,tool_handle,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/6,one-shot
SFX_TOOL_HANDLE_03,SFX,assets/audio/sfx/tool_handle/tool_handle_03.wav,tool_handle,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/6,one-shot
SFX_TOOL_HANDLE_04,SFX,assets/audio/sfx/tool_handle/tool_handle_04.wav,tool_handle,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/6,one-shot
SFX_TOOL_HANDLE_05,SFX,assets/audio/sfx/tool_handle/tool_handle_05.wav,tool_handle,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 5/6,one-shot
SFX_TOOL_HANDLE_06,SFX,assets/audio/sfx/tool_handle/tool_handle_06.wav,tool_handle,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 6/6,one-shot
SFX_HOLLOW_IDLE_01,SFX,assets/audio/sfx/hollow_idle/hollow_idle_01.wav,hollow_idle,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/5,one-shot
SFX_HOLLOW_IDLE_02,SFX,assets/audio/sfx/hollow_idle/hollow_idle_02.wav,hollow_idle,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/5,one-shot
SFX_HOLLOW_IDLE_03,SFX,assets/audio/sfx/hollow_idle/hollow_idle_03.wav,hollow_idle,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/5,one-shot
SFX_HOLLOW_IDLE_04,SFX,assets/audio/sfx/hollow_idle/hollow_idle_04.wav,hollow_idle,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/5,one-shot
SFX_HOLLOW_IDLE_05,SFX,assets/audio/sfx/hollow_idle/hollow_idle_05.wav,hollow_idle,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 5/5,one-shot
SFX_HOLLOW_DETECT_01,SFX,assets/audio/sfx/hollow_detect/hollow_detect_01.wav,hollow_detect,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/4,one-shot
SFX_HOLLOW_DETECT_02,SFX,assets/audio/sfx/hollow_detect/hollow_detect_02.wav,hollow_detect,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/4,one-shot
SFX_HOLLOW_DETECT_03,SFX,assets/audio/sfx/hollow_detect/hollow_detect_03.wav,hollow_detect,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/4,one-shot
SFX_HOLLOW_DETECT_04,SFX,assets/audio/sfx/hollow_detect/hollow_detect_04.wav,hollow_detect,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/4,one-shot
SFX_HOLLOW_ATTACK_01,SFX,assets/audio/sfx/hollow_attack/hollow_attack_01.wav,hollow_attack,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/5,one-shot
SFX_HOLLOW_ATTACK_02,SFX,assets/audio/sfx/hollow_attack/hollow_attack_02.wav,hollow_attack,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/5,one-shot
SFX_HOLLOW_ATTACK_03,SFX,assets/audio/sfx/hollow_attack/hollow_attack_03.wav,hollow_attack,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/5,one-shot
SFX_HOLLOW_ATTACK_04,SFX,assets/audio/sfx/hollow_attack/hollow_attack_04.wav,hollow_attack,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/5,one-shot
SFX_HOLLOW_ATTACK_05,SFX,assets/audio/sfx/hollow_attack/hollow_attack_05.wav,hollow_attack,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 5/5,one-shot
SFX_HOLLOW_HIT_01,SFX,assets/audio/sfx/hollow_hit/hollow_hit_01.wav,hollow_hit,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/4,one-shot
SFX_HOLLOW_HIT_02,SFX,assets/audio/sfx/hollow_hit/hollow_hit_02.wav,hollow_hit,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/4,one-shot
SFX_HOLLOW_HIT_03,SFX,assets/audio/sfx/hollow_hit/hollow_hit_03.wav,hollow_hit,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/4,one-shot
SFX_HOLLOW_HIT_04,SFX,assets/audio/sfx/hollow_hit/hollow_hit_04.wav,hollow_hit,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/4,one-shot
SFX_HOLLOW_COLLAPSE_01,SFX,assets/audio/sfx/hollow_collapse/hollow_collapse_01.wav,hollow_collapse,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/4,one-shot
SFX_HOLLOW_COLLAPSE_02,SFX,assets/audio/sfx/hollow_collapse/hollow_collapse_02.wav,hollow_collapse,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/4,one-shot
SFX_HOLLOW_COLLAPSE_03,SFX,assets/audio/sfx/hollow_collapse/hollow_collapse_03.wav,hollow_collapse,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/4,one-shot
SFX_HOLLOW_COLLAPSE_04,SFX,assets/audio/sfx/hollow_collapse/hollow_collapse_04.wav,hollow_collapse,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/4,one-shot
SFX_VEHICLE_START_01,SFX,assets/audio/sfx/vehicle_start/vehicle_start_01.wav,vehicle_start,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/4,one-shot
SFX_VEHICLE_START_02,SFX,assets/audio/sfx/vehicle_start/vehicle_start_02.wav,vehicle_start,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/4,one-shot
SFX_VEHICLE_START_03,SFX,assets/audio/sfx/vehicle_start/vehicle_start_03.wav,vehicle_start,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/4,one-shot
SFX_VEHICLE_START_04,SFX,assets/audio/sfx/vehicle_start/vehicle_start_04.wav,vehicle_start,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/4,one-shot
SFX_VEHICLE_DOOR_01,SFX,assets/audio/sfx/vehicle_door/vehicle_door_01.wav,vehicle_door,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/4,one-shot
SFX_VEHICLE_DOOR_02,SFX,assets/audio/sfx/vehicle_door/vehicle_door_02.wav,vehicle_door,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/4,one-shot
SFX_VEHICLE_DOOR_03,SFX,assets/audio/sfx/vehicle_door/vehicle_door_03.wav,vehicle_door,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/4,one-shot
SFX_VEHICLE_DOOR_04,SFX,assets/audio/sfx/vehicle_door/vehicle_door_04.wav,vehicle_door,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/4,one-shot
SFX_VEHICLE_EXHAUST_01,SFX,assets/audio/sfx/vehicle_exhaust/vehicle_exhaust_01.wav,vehicle_exhaust,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/3,one-shot
SFX_VEHICLE_EXHAUST_02,SFX,assets/audio/sfx/vehicle_exhaust/vehicle_exhaust_02.wav,vehicle_exhaust,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/3,one-shot
SFX_VEHICLE_EXHAUST_03,SFX,assets/audio/sfx/vehicle_exhaust/vehicle_exhaust_03.wav,vehicle_exhaust,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/3,one-shot
SFX_VEHICLE_HEADLIGHTS_01,SFX,assets/audio/sfx/vehicle_headlights/vehicle_headlights_01.wav,vehicle_headlights,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/2,one-shot
SFX_VEHICLE_HEADLIGHTS_02,SFX,assets/audio/sfx/vehicle_headlights/vehicle_headlights_02.wav,vehicle_headlights,SFX,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/2,one-shot
SFX_SCAVENGE_LAUNCH_01,SFX,assets/audio/sfx/scavenge_launch/scavenge_launch_01.wav,scavenge_launch,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/3,one-shot
SFX_SCAVENGE_LAUNCH_02,SFX,assets/audio/sfx/scavenge_launch/scavenge_launch_02.wav,scavenge_launch,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/3,one-shot
SFX_SCAVENGE_LAUNCH_03,SFX,assets/audio/sfx/scavenge_launch/scavenge_launch_03.wav,scavenge_launch,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/3,one-shot
SFX_SCAVENGE_SEARCH_01,SFX,assets/audio/sfx/scavenge_search/scavenge_search_01.wav,scavenge_search,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/5,one-shot
SFX_SCAVENGE_SEARCH_02,SFX,assets/audio/sfx/scavenge_search/scavenge_search_02.wav,scavenge_search,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/5,one-shot
SFX_SCAVENGE_SEARCH_03,SFX,assets/audio/sfx/scavenge_search/scavenge_search_03.wav,scavenge_search,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/5,one-shot
SFX_SCAVENGE_SEARCH_04,SFX,assets/audio/sfx/scavenge_search/scavenge_search_04.wav,scavenge_search,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/5,one-shot
SFX_SCAVENGE_SEARCH_05,SFX,assets/audio/sfx/scavenge_search/scavenge_search_05.wav,scavenge_search,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 5/5,one-shot
SFX_SCAVENGE_SUCCESS_01,SFX,assets/audio/sfx/scavenge_success/scavenge_success_01.wav,scavenge_success,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/2,one-shot
SFX_SCAVENGE_SUCCESS_02,SFX,assets/audio/sfx/scavenge_success/scavenge_success_02.wav,scavenge_success,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/2,one-shot
SFX_SCAVENGE_FAILURE_01,SFX,assets/audio/sfx/scavenge_failure/scavenge_failure_01.wav,scavenge_failure,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/2,one-shot
SFX_SCAVENGE_FAILURE_02,SFX,assets/audio/sfx/scavenge_failure/scavenge_failure_02.wav,scavenge_failure,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/2,one-shot
SFX_DEFENCE_WARNING_01,SFX,assets/audio/sfx/defence_warning/defence_warning_01.wav,defence_warning,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/2,one-shot
SFX_DEFENCE_WARNING_02,SFX,assets/audio/sfx/defence_warning/defence_warning_02.wav,defence_warning,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/2,one-shot
SFX_BARRICADE_IMPACT_01,SFX,assets/audio/sfx/barricade_impact/barricade_impact_01.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/8,one-shot
SFX_BARRICADE_IMPACT_02,SFX,assets/audio/sfx/barricade_impact/barricade_impact_02.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/8,one-shot
SFX_BARRICADE_IMPACT_03,SFX,assets/audio/sfx/barricade_impact/barricade_impact_03.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/8,one-shot
SFX_BARRICADE_IMPACT_04,SFX,assets/audio/sfx/barricade_impact/barricade_impact_04.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/8,one-shot
SFX_BARRICADE_IMPACT_05,SFX,assets/audio/sfx/barricade_impact/barricade_impact_05.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 5/8,one-shot
SFX_BARRICADE_IMPACT_06,SFX,assets/audio/sfx/barricade_impact/barricade_impact_06.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 6/8,one-shot
SFX_BARRICADE_IMPACT_07,SFX,assets/audio/sfx/barricade_impact/barricade_impact_07.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 7/8,one-shot
SFX_BARRICADE_IMPACT_08,SFX,assets/audio/sfx/barricade_impact/barricade_impact_08.wav,barricade_impact,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 8/8,one-shot
SFX_DEFENCE_SUCCESS_01,SFX,assets/audio/sfx/defence_success/defence_success_01.wav,defence_success,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/1,one-shot
SFX_DEFENCE_FAILURE_01,SFX,assets/audio/sfx/defence_failure/defence_failure_01.wav,defence_failure,Threats,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/1,one-shot
SFX_DIALOGUE_ADVANCE_01,SFX,assets/audio/sfx/dialogue_advance/dialogue_advance_01.wav,dialogue_advance,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/3,one-shot
SFX_DIALOGUE_ADVANCE_02,SFX,assets/audio/sfx/dialogue_advance/dialogue_advance_02.wav,dialogue_advance,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/3,one-shot
SFX_DIALOGUE_ADVANCE_03,SFX,assets/audio/sfx/dialogue_advance/dialogue_advance_03.wav,dialogue_advance,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/3,one-shot
SFX_DIALOGUE_CHOICE_01,SFX,assets/audio/sfx/dialogue_choice/dialogue_choice_01.wav,dialogue_choice,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/2,one-shot
SFX_DIALOGUE_CHOICE_02,SFX,assets/audio/sfx/dialogue_choice/dialogue_choice_02.wav,dialogue_choice,UI,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/2,one-shot
SFX_RADIO_PULSE_01,SFX,assets/audio/sfx/radio_pulse/radio_pulse_01.wav,radio_pulse,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 1/4,one-shot
SFX_RADIO_PULSE_02,SFX,assets/audio/sfx/radio_pulse/radio_pulse_02.wav,radio_pulse,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 2/4,one-shot
SFX_RADIO_PULSE_03,SFX,assets/audio/sfx/radio_pulse/radio_pulse_03.wav,radio_pulse,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 3/4,one-shot
SFX_RADIO_PULSE_04,SFX,assets/audio/sfx/radio_pulse/radio_pulse_04.wav,radio_pulse,Characters,Original deterministic procedural synthesis,Project-owned original; no third-party material,variant 4/4,one-shot
MUS_MAIN_MENU,Music,assets/audio/music/main_menu_loop.wav,main_menu,Music,Restrained title motif with radio texture,Project-owned original; no third-party material,single original track,seamless 18s loop
MUS_SAFE_RESIDENCE,Music,assets/audio/music/safe_residence_loop.wav,safe_residence,Music,Warm acoustic-like haven ostinato,Project-owned original; no third-party material,single original track,seamless 20s loop
MUS_MERGE_BOARD,Music,assets/audio/music/merge_board_loop.wav,merge_board,Music,Low-fatigue workbench pulse,Project-owned original; no third-party material,single original track,seamless 16s loop
MUS_WORLD_MAP,Music,assets/audio/music/world_map_loop.wav,world_map,Music,Exploration motif,Project-owned original; no third-party material,single original track,seamless 18s loop
MUS_SCAVENGING,Music,assets/audio/music/scavenging_loop.wav,scavenging,Music,Cautious scavenging pulse,Project-owned original; no third-party material,single original track,seamless 16s loop
MUS_DIALOGUE,Music,assets/audio/music/dialogue_loop.wav,dialogue,Music,Sparse dialogue underscore,Project-owned original; no third-party material,single original track,seamless 20s loop
MUS_TENSION,Music,assets/audio/music/tension_loop.wav,tension,Music,Low-string tension bed,Project-owned original; no third-party material,single original track,seamless 14s loop
MUS_DEFENCE_PREPARATION,Music,assets/audio/music/defence_preparation_loop.wav,defence_preparation,Music,Defence preparation pulse,Project-owned original; no third-party material,single original track,seamless 16s loop
MUS_DEFENCE,Music,assets/audio/music/defence_loop.wav,defence,Music,Percussive defence loop,Project-owned original; no third-party material,single original track,seamless 14s loop
MUS_EMOTIONAL,Music,assets/audio/music/emotional_loop.wav,emotional,Music,Restrained emotional theme,Project-owned original; no third-party material,single original track,seamless 20s loop
MUS_VICTORY,Music,assets/audio/music/victory_loop.wav,victory,Music,Hopeful victory theme,Project-owned original; no third-party material,single original track,seamless 8s loop
MUS_RESIDENCE_COMPLETION,Music,assets/audio/music/residence_completion_loop.wav,residence_completion,Music,Residence completion theme,Project-owned original; no third-party material,single original track,seamless 10s loop
AMB_WIND,Ambience,assets/audio/ambience/wind_loop.wav,wind,Ambience,Rural wind,Project-owned original; no third-party material,single original loop,seamless 10s loop
AMB_RAIN,Ambience,assets/audio/ambience/rain_loop.wav,rain,Ambience,Steady rain,Project-owned original; no third-party material,single original loop,seamless 10s loop
AMB_THUNDER,Ambience,assets/audio/ambience/thunder_loop.wav,thunder,Ambience,Distant storm and thunder,Project-owned original; no third-party material,single original loop,seamless 12s loop
AMB_DISTANT_HOLLOW,Ambience,assets/audio/ambience/distant_hollow_loop.wav,distant_hollow,Ambience,Distant Hollow activity,Project-owned original; no third-party material,single original loop,seamless 12s loop
AMB_FOREST,Ambience,assets/audio/ambience/forest_loop.wav,forest,Ambience,Forest canopy and insects,Project-owned original; no third-party material,single original loop,seamless 12s loop
AMB_ABANDONED_BUILDING,Ambience,assets/audio/ambience/abandoned_building_loop.wav,abandoned_building,Ambience,Empty building room tone,Project-owned original; no third-party material,single original loop,seamless 10s loop
AMB_FIRE,Ambience,assets/audio/ambience/fire_loop.wav,fire,Ambience,Hearth fire,Project-owned original; no third-party material,single original loop,seamless 8s loop
AMB_LANTERN,Ambience,assets/audio/ambience/lantern_loop.wav,lantern,Ambience,Lantern flame,Project-owned original; no third-party material,single original loop,seamless 8s loop
AMB_GENERATOR,Ambience,assets/audio/ambience/generator_loop.wav,generator,Ambience,Generator idle,Project-owned original; no third-party material,single original loop,seamless 8s loop
AMB_ELECTRICAL_HUM,Ambience,assets/audio/ambience/electrical_hum_loop.wav,electrical_hum,Ambience,Electrical system hum,Project-owned original; no third-party material,single original loop,seamless 8s loop
AMB_ROAD,Ambience,assets/audio/ambience/road_loop.wav,road,Ambience,Distant road ambience,Project-owned original; no third-party material,single original loop,seamless 10s loop
AMB_VEHICLE_ENGINE,Ambience,assets/audio/ambience/vehicle_engine_loop.wav,vehicle_engine,Ambience,Old van engine idle loop,Project-owned original; no third-party material,single original loop,seamless 8s loop
AMB_HOLLOW_CREEK_STORM,Ambience,assets/audio/ambience/hollow_creek_storm_loop.wav,hollow_creek_storm,Ambience,Hollow Creek storm composite,Project-owned original; no third-party material,single original loop,seamless 12s loop
AMB_REDWATER_STATION,Ambience,assets/audio/ambience/redwater_station_loop.wav,redwater_station,Ambience,Redwater forecourt composite,Project-owned original; no third-party material,single original loop,seamless 12s loop
